Zone,Uniform_CPC,Uniform_R2,Uniform_MAE,Uniform_RMSE,Weighted_CPC,Weighted_R2,Weighted_MAE,Weighted_RMSE,RadPop_CPC,RadPop_R2,RadPop_MAE,RadPop_RMSE,RadPOI_CPC,RadPOI_R2,RadPOI_MAE,RadPOI_RMSE,Power_CPC,Power_R2,Power_MAE,Power_RMSE,Exp_CPC,Exp_R2,Exp_MAE,Exp_RMSE
1120073,0.7155838210144579,0.8700898293655671,2065.915225728775,6041.646609217971,0.7610619041845431,0.8813379240667788,1735.5758449201526,5774.171954984173,0.34086512945779696,-2.237468135547063,4731.359663206179,30023.429991140245,0.3903924146113837,-1.5667452555157575,4377.6960458340445,26733.076357214322,0.5952046566041999,0.6854810688126775,2912.3774912565063,9357.954957379608,0.7063473857191056,0.877717513388105,2112.7398771583285,5834.98421682885
1114077,0.6746565690200286,0.5368908737725668,2746.6525404846943,11672.577439840044,0.7250582016313462,0.659023421206778,2321.145955521639,10015.839778616937,0.29906537996227184,-5.065921909162791,5882.3276743698325,42150.422534651196,0.3342091508295934,-2.759854407111721,5585.489081109584,33184.787354182474,0.663117221416014,0.7394038926114374,2830.5603487691506,8736.500118498057,0.5628570847923149,0.4145850646525252,3672.967219438173,13094.394595025158
1108060,0.6598452058731893,0.6038210539897666,2068.3774081346196,9923.213258274589,0.759945402675823,0.7958294907728426,1459.6986854140162,7123.659204529011,0.3438451186279059,-2.8540169295556974,3984.8315782967984,30950.198427280382,0.3932924584610684,-1.5506797816299325,3680.2222886926365,25178.775090761683,0.675404548885482,0.8074093084340441,1973.7657956343244,6918.696420802497,0.6414107577054383,0.7536220866558098,2180.4716569294474,7825.417460647433
1101064,0.7002772917413718,0.49232108870342295,2723.798022574781,12313.365242991227,0.7817528980094524,0.7498613614074381,1983.3699898426612,8643.160764585611,0.2310944409879487,-7.205125385014437,6984.584350503028,49502.23541042855,0.29268989522586664,-6.7949661113265405,6417.928756098566,48249.11100681883,0.741017195292977,0.7288595641844549,2353.564918188186,8998.691122139227,0.5487749348934685,0.24354456673451208,4100.610017886312,15030.515417577952
1124058,0.7377545537599309,0.7306684588397631,2216.5239192352337,9491.62856450879,0.7702028034814128,0.7616290011380441,1942.2681688450357,8929.432007498028,0.35611495553511624,-4.016584805700527,5435.421372417538,40963.891367521275,0.4144569235165799,-5.024211079218492,4944.182503683033,44889.75310637273,0.5518360191803064,0.6511666964369986,3787.9253861939997,10802.047856075953,0.7215638815397294,0.850469205138945,2353.3690494714406,7072.328868667496
1111079,0.6372695472911029,0.5683876997252737,2822.658074981472,12325.694682067722,0.7314341012183144,0.7878406174634393,2089.898152193901,8641.629064701398,0.26746426553749914,-5.847875978738113,5694.071551322061,49095.58535343784,0.3805182935893107,-1.8023162090997662,4811.95556247689,31406.75514416468,0.5648928526502845,0.44116156999448775,3385.87150259056,14025.153759369068,0.64251276773156,0.7880668758702009,2781.8569280012875,8637.019881801009
1116054,0.733657923062991,0.7796473460420446,2622.866010088492,10014.501616235779,0.8159307299915899,0.9094613558609856,1812.6652662584804,6419.292888846896,0.2687418435695827,-6.756913956457929,7176.764188953124,59350.68779210321,0.4169090494025645,-2.0356820718939135,5721.37148650644,37128.67167324182,0.4924860128951491,0.3579990054715043,4985.991496890593,17074.544217124447,0.745051344533129,0.8073791934423437,2504.7030438569723,9352.61092297964
1123065,0.8226534062394164,0.9527003035578525,1757.0621067681682,4770.325809171338,0.7316908881627556,0.5369962858780568,2658.2736285664387,14924.888752068848,0.36699036756007547,-7.187321598413673,6264.117364039205,62760.99065748353,0.29730123894606475,-9.923141760254016,6953.545389797666,72492.42871908397,0.6350239623307221,0.5738403836156833,3616.0015936523164,14318.746871291854,0.6595951699809494,0.6574531034545917,3372.5622528436043,12837.453509273266
1123059,0.7974624725955742,0.9106682760806833,1805.7230460901567,5460.489084615248,0.8112392767998199,0.8892509199547228,1682.895967217984,6079.932384263495,0.3622340507536909,-6.367854615851672,5681.6946510807775,49590.58249790219,0.3727267285922766,-4.963367400135724,5583.301183693312,44614.33964349518,0.6480965958373439,0.5659586733885178,3137.3943142163675,12036.333896213517,0.7036275019117074,0.8024375945114945,2642.3085977381534,8120.463871305592
1115066,0.6505652445227514,0.5810160776476324,2514.3985234394586,10409.370639054989,0.7288340112532427,0.8064812095716898,1951.2064871184234,7074.363377881407,0.2830414749270527,-3.4712382104692248,5085.047701458151,33812.27237015145,0.3152584171248394,-1.9195499438839043,4863.755839011817,27322.37257548603,0.5440761019270623,0.7025076028388682,3241.6909330890617,8721.644695436164,0.6865713092710077,0.8090903710270357,2228.5275003145507,6986.736613565511
1101073,0.7393601102432941,0.763618467888718,1667.8696913073086,7750.861079069159,0.7716896313076869,0.751570497225238,1460.988740090996,7945.93057877539,0.38306794656304444,-1.9840579225181436,3942.8023452031407,27538.9137444333,0.33575524914330285,-3.627634300683999,4243.250249510252,34294.35957494758,0.7220069183956036,0.7427313946278485,1778.9150986592706,8086.052886526966,0.5739999850881267,0.4000890859102274,2726.0313608603888,12347.7140335833
