Zone,CPC,R2,MAE,RMSE,Total_Actual
1102065.0,0.7733526914124773,0.8543203619704361,504.1735317118782,1296.6355155234623,468254.08643389
1102067.0,0.7637778503898277,0.7440285106997349,837.0140305652322,2720.6377335665234,745871.8571681064
1102068.0,0.7077142458795611,0.6047803883678562,775.1261530386039,2621.3621133091665,556908.7437324547
1102069.0,0.7366988105586461,0.5844150024152344,1806.6871399813842,6932.066230777341,1444382.5482633784
1102070.0,0.7605941554449751,0.8147306672780351,868.1937977553949,2772.904264684301,763368.1406867506
1102071.0,0.7122967733319119,0.7032126132021709,774.8097204964668,2617.970700983029,566894.7409917843
1102072.0,0.7390077150563934,0.7464174790109114,619.1914170315426,1965.2068208518215,499400.94326275814
1102073.0,0.7526973335786681,0.7701469788179961,496.34706861300907,1548.334532672138,422482.53710711375
1103051.0,0.7678723264643538,0.8683446483286797,533.3298941779543,1434.881726862886,483638.7709163829
1103052.0,0.768059794512376,0.8496286092131036,530.5721727315813,1383.7334162214086,479239.33650734543
1103053.0,0.736319758022494,0.743736686768438,1077.5840189075063,3216.190752795366,854121.8646593988
