ORIGIN_SUBZONE,distance_bin,prob
BKSZ05,7.0,0.04194222544361625
BKSZ05,8.0,0.03376405117662317
BKSZ05,9.0,0.06081903338157501
BKSZ05,10.0,0.04052373994733741
BKSZ05,11.0,0.052908580654497134
BKSZ05,12.0,0.05347469221110335
BKSZ05,13.0,0.021435285894899896
BKSZ05,14.0,0.008848204072806001
BKSZ05,15.0,0.01085903625863252
BKSZ05,16.0,0.0035042031066309645
BKSZ05,17.0,0.004383490248206694
BKSZ05,18.0,0.0019261328487326515
BKSZ05,19.0,0.003401651353581007
BKSZ05,20.0,0.003893490855197125
BKSZ05,21.0,0.001966949093440796
BKSZ05,22.0,0.00030745080263803364
BKSZ05,23.0,0.0017206204296090592
BKSZ05,26.0,0.004654213936373358
BKSZ06,0.0,0.2783161244613971
BKSZ06,1.0,0.21744967477087174
