Zone,Model,CPC,R2
WDSZ05,POI Weighted,0.7283647242682498,0.7742642812974586
WDSZ05,Global P_bin,0.5227360588716615,0.27040743763757846
WDSZ06,No POI (Eq),0.63224648151178,0.6972596616442792
WDSZ06,POI Weighted,0.6936880066328077,0.7530131484947803
WDSZ06,Global P_bin,0.48398660017972367,0.35116159234096433
WDSZ07,No POI (Eq),0.6111753404657522,0.5754929808180864
WDSZ07,POI Weighted,0.6938666914130547,0.7487745759695319
WDSZ07,Global P_bin,0.4932921069028513,0.20160210877861362
WDSZ08,No POI (Eq),0.7180057342633508,0.7699971036847444
WDSZ08,POI Weighted,0.7208458496538892,0.6463642059872665
WDSZ08,Global P_bin,0.5752106895659093,0.4177456947745861
WDSZ09,No POI (Eq),0.6615195281849502,0.6041343035874314
WDSZ09,POI Weighted,0.7039603252935114,0.6712281042308603
WDSZ09,Global P_bin,0.5356772549536166,0.26159561468706793
YSSZ01,No POI (Eq),0.6616813458407528,0.7580240196603064
YSSZ01,POI Weighted,0.7249535070368006,0.7020466891378501
YSSZ01,Global P_bin,0.4913055948167337,0.3941687812961344
YSSZ02,No POI (Eq),0.5955088756221888,0.4999963213489065
YSSZ02,POI Weighted,0.7561621493520887,0.8688992830799279
YSSZ02,Global P_bin,0.4638699777443486,0.31323391105713416
YSSZ03,No POI (Eq),0.7160567296064619,0.8927759252747964
YSSZ03,POI Weighted,0.750755525001452,0.8924607377619326
YSSZ03,Global P_bin,0.4621590964405833,0.24805932550103693
YSSZ04,No POI (Eq),0.670165096290843,0.7204142743363073
YSSZ04,POI Weighted,0.7745515125045481,0.8837445576297864
YSSZ04,Global P_bin,0.5037901207577722,0.30871814287216637
YSSZ05,No POI (Eq),0.6451055008061343,0.6300962338216589
YSSZ05,POI Weighted,0.7762848176947946,0.9015263748913598
YSSZ05,Global P_bin,0.5366446883518453,0.15664415292946487
YSSZ06,No POI (Eq),0.6615221312283769,0.680745383302511
YSSZ06,POI Weighted,0.7491321405732716,0.7638883990527047
YSSZ06,Global P_bin,0.515252464493157,0.1357550542856516
YSSZ07,No POI (Eq),0.6726344816652691,0.5973254602974403
YSSZ07,POI Weighted,0.7315523075807691,0.6166679927141053
YSSZ07,Global P_bin,0.5491350677687382,0.2584997998252775
YSSZ08,No POI (Eq),0.5225405768670836,0.28737076756091684
YSSZ08,POI Weighted,0.6207517969902334,0.6602706693556063
YSSZ08,Global P_bin,0.4320093530664015,0.13402080924385196
YSSZ09,No POI (Eq),0.5850165128618796,0.4741601525024892
YSSZ09,POI Weighted,0.6720747958917099,0.7654180201442582
YSSZ09,Global P_bin,0.4729745824458199,0.23553951670220452
